,name
1880,제이준코스메틱
1881,제이티
1882,제일기획
1883,제일바이오
1884,제일약품
1885,제일연마
1886,제일전기공업
1887,제일테크노스
1888,제일파마홀딩스
1889,제주맥주
1890,제주반도체
1891,제주은행
1892,제주항공
1893,제테마
1894,젠큐릭스
1895,젬
1896,젬백스
1897,젬백스링크
1898,조광ILI
1899,조광페인트
1900,조광피혁
1901,조비
1902,조선내화
1903,조선선재
1904,조아제약
1905,조이시티
1906,조일알미늄
1907,조흥
1908,종근당
1909,종근당바이오
1910,종근당홀딩스
1911,좋은사람들
1912,주성엔지니어링
1913,주연테크
1914,줌인터넷
1915,중앙디앤엠
1916,중앙백신
1917,중앙에너비스
1918,지나인제약
1919,지노믹트리
1920,지놈앤컴퍼니
1921,지누스
1922,지니너스
1923,지니뮤직
1924,지니언스
1925,지니틱스
1926,지더블유바이텍
1927,지란지교시큐리티
1928,지씨셀
1929,지아이텍
1930,지앤비에스엔지니어링
1931,지앤이헬스케어
1932,지어소프트
1933,지에스이
1934,지에프씨생명과학
1935,지엔씨에너지
1936,지엔원에너지
1937,지엔코
1938,지엘팜텍
1939,지엠비코리아
1940,지역난방공사
1941,지오엘리먼트
1942,지투알
1943,지투파워
1944,지티지웰니스
1945,진도
1946,진로발효
1947,진매트릭스
1948,진바이오텍
1949,진성티이씨
1950,진시스템
1951,진양산업
1952,진양제약
1953,진양폴리
1954,진양홀딩스
1955,진양화학
1956,진에어
1957,진원생명과학
1958,진코스텍
1959,진흥기업
1960,질경이
1961,차바이오텍
1962,차백신연구소
1963,참엔지니어링
1964,참좋은여행
1965,창해에탄올
1966,천보
1967,천일고속
1968,청광건설
1969,청담글로벌
1970,체리부로
1971,체시스
1972,초록뱀미디어
1973,초록뱀이앤엠
1974,초록뱀컴퍼니
1975,초록뱀헬스케어
1976,칩스앤미디어
1977,카나리아바이오
1978,카스
1979,카이노스메드
1980,카이바이오텍
1981,카카오
1982,카카오게임즈
1983,카카오뱅크
1984,카카오페이
1985,카페24
1986,카프로
1987,캐리소프트
1988,캐스텍코리아
1989,캠시스
1990,커넥트웨이브
1991,커머스마이너
1992,컨버즈
1993,컬러레이
1994,컴투스
1995,컴투스홀딩스
1996,컴퍼니케이
1997,케스피온
1998,케어랩스
1999,케어젠
2000,케이디켐
2001,케이비아이동국실업
2002,케이비제21호스팩
2003,케이비제22호스팩
2004,케이비제23호스팩
2005,케이사인
2006,케이씨
2007,케이씨에스
2008,케이씨텍
2009,케이씨티
2010,케이씨피드
2011,케이아이엔엑스
2012,케이에스피
2013,케이엔더블유
2014,케이엔제이
2015,케이엘넷
2016,케이엠
2017,케이엠더블유
2018,케이엠제약
2019,케이옥션
2020,케이카
2021,케이탑리츠
2022,케이티알파
2023,케이프
2024,케이피에스
2025,케이피에프
2026,케이피엠테크
2027,케이피티유
2028,케일럼
2029,켄코아에어로스페이스
2030,켈스
2031,켐트로닉스
2032,켐트로스
2033,코나솔
2034,코나아이
2035,코난테크놀로지
2036,코닉오토메이션
2037,코다코
2038,코데즈컴바인
2039,코드네이처
2040,코디
2041,코람코더원리츠
2042,코람코에너지리츠
2043,코렌텍
2044,코리아나
2045,코리아써키트
2046,코리아에셋투자증권
2047,코리아에프티
2048,코리안리
2049,코맥스
2050,코메론
2051,코미코
2052,코미팜
2053,코세스
2054,코센
2055,코셋
2056,코스나인
2057,코스맥스
2058,코스맥스비티아이
2059,코스맥스엔비티
2060,코스메카코리아
2061,코스모신소재
2062,코스모화학
2063,코스온
2064,코스텍시스템
2065,코아스
2066,코아스템켐온
2067,코아시아
2068,코아시아옵틱스
2069,코엔텍
2070,코오롱
2071,코오롱글로벌
2072,코오롱생명과학
2073,코오롱인더
2074,코오롱티슈진
2075,코오롱플라스틱
2076,코원플레이
2077,코웨이
2078,코웰패션
2079,코위버
2080,코윈테크
2081,코이즈
2082,코콤
2083,코텍
2084,코퍼스코리아
2085,콘텐트리중앙
2086,콜마비앤에이치
2087,콤텍시스템
2088,쿠콘
2089,쿠쿠홀딩스
2090,쿠쿠홈시스
2091,퀀타매트릭스
2092,큐라클
2093,큐러블
2094,큐렉소
2095,큐로
2096,큐로컴
2097,큐로홀딩스
2098,큐리언트
2099,큐브엔터
2100,큐알티
2101,큐에스아이
2102,큐엠씨
2103,큐캐피탈
2104,크라운제과
2105,크라운해태홀딩스
2106,크래프톤
2107,크레버스
2108,크로넥스
2109,크로바하이텍
2110,크루셜텍
2111,크리스에프앤씨
2112,크리스탈신소재
2113,크리스탈지노믹스
2114,크린앤사이언스
2115,클라우드에어
2116,클래시스
2117,클리노믹스
2118,클리오
2119,키네마스터
2120,키다리스튜디오
2121,키움제6호스팩
2122,키움제7호스팩
2123,키움증권
2124,키이스트
2125,타스컴
2126,타이거일렉
2127,타이드
2128,타임기술
2129,탈로스
2130,탑머티리얼
2131,탑선
2132,탑엔지니어링
2133,탑코미디어
2134,태경비케이
2135,태경산업
2136,태경케미컬
2137,태광
2138,태광산업
2139,태림포장
2140,태성
2141,태양
2142,태양금속
2143,태양기계
2144,태영건설
2145,태웅
2146,태웅로직스
2147,태원물산
2148,태평양물산
2149,테고사이언스
2150,테라사이언스
2151,테라젠이텍스
2152,테스
2153,테이팩스
2154,테크엔
2155,테크엘
2156,테크윙
2157,테크트랜스
2158,텔레칩스
2159,텔레필드
2160,텔코웨어
2161,텔콘RF제약
2162,토니모리
2163,토마토시스템
2164,토박스코리아
2165,토비스
2166,토탈소프트
2167,톱텍
2168,투비소프트
2169,툴젠
2170,트루윈
2171,트윔
2172,특수건설
2173,티라유텍
2174,티로보틱스
2175,티비씨
2176,티사이언티픽
2177,티쓰리
2178,티씨케이
2179,티앤알바이오팹
2180,티앤엘
2181,티에스넥스젠
2182,티에스아이
2183,티에스이
2184,티에이치엔
2185,티에프이
2186,티엘비
2187,티엘아이
2188,티엘엔지니어링
2189,티와이홀딩스
2190,티움바이오
2191,티웨이항공
2192,티웨이홀딩스
2193,티케이케미칼
2194,티플랙스
2195,티피씨글로벌
2196,틸론
2197,팅크웨어
2198,파나진
2199,파나케이아
2200,파라다이스
2201,파라텍
2202,파루
2203,파마리서치
2204,파마리서치바이오
2205,파멥신
2206,파미셀
2207,파버나인
2208,파세코
2209,파수
2210,파워넷
2211,파워로직스
2212,파워풀엑스
2213,파이버프로
2214,파이오링크
2215,파인디앤씨
2216,파인디지털
2217,파인엠텍
2218,파인테크닉스
2219,파인텍
2220,파커스
2221,파크시스템스
2222,파트론
2223,판도라티비
2224,판타지오
2225,팜스빌
2226,팜스코
2227,팜스토리
2228,팜젠사이언스
2229,패션플랫폼
2230,팬스타엔터프라이즈
2231,팬엔터테인먼트
2232,팬오션
2233,팬젠
2234,퍼스텍
2235,퍼시스
2236,펄어비스
2237,펌텍코리아
2238,페이퍼코리아
2239,펨토바이오메드
2240,펨트론
2241,펩트론
2242,평화산업
2243,평화홀딩스
2244,포메탈
2245,포바이포
2246,포스코 ICT
2247,포스코스틸리온
2248,포스코엠텍
2249,포스코인터내셔널
2250,포스코케미칼
2251,포시에스
2252,포인트모바일
2253,포인트엔지니어링
2254,포커스에이치엔에스
2255,폴라리스세원
2256,폴라리스오피스
2257,폴라리스우노
2258,푸드나무
2259,푸드웰
2260,푸른기술
2261,푸른저축은행
2262,풀무원
2263,풍강
2264,풍국주정
2265,풍산
2266,풍산홀딩스
2267,풍원정밀
2268,퓨런티어
2269,퓨쳐메디신
2270,퓨쳐켐
2271,프럼파스트
2272,프레스티지바이오로직스
2273,프레스티지바이오파마
2274,프로스테믹스
2275,프로이천
2276,프로테옴텍
2277,프로텍
2278,프롬바이오
2279,프리시젼바이오
2280,프리엠스
2281,플라즈맵
2282,플래스크
2283,플래티어
2284,플랜티넷
2285,플럼라인생명과학
2286,플레이그램
2287,플레이디
2288,플레이위드
2289,플리토
2290,피노텍
2291,피델릭스
2292,피씨디렉트
2293,피씨엘
2294,피앤씨테크
2295,피에스엠씨
2296,피에스케이
2297,피에스케이홀딩스
2298,피에스텍
2299,피에이치씨
2300,피에이치에이
2301,피엔아이컴퍼니
2302,피엔에이치테크
2303,피엔케이피부임상연구센타
2304,피엔티
2305,피제이메탈
2306,피제이전자
2307,피코그램
2308,피플바이오
2309,피피아이
2310,픽셀플러스
2311,핀텔
2312,필옵틱스
2313,핌스
2314,핑거
2315,핑거스토리
2316,하나금융16호스팩
2317,하나금융19호스팩
2318,하나금융20호스팩
2319,하나금융21호스팩
2320,하나금융22호스팩
2321,하나금융23호스팩
2322,하나금융24호스팩
2323,하나금융25호스팩
2324,하나금융지주
2325,하나기술
2326,하나마이크론
2327,하나머스트7호스팩
2328,하나머티리얼즈
2329,하나제약
2330,하나투어
2331,하림
2332,하림지주
2333,하이드로리튬
2334,하이딥
2335,하이로닉
2336,하이록코리아
2337,하이브
2338,하이비젼시스템
2339,하이소닉
2340,하이스틸
2341,하이제6호스팩
2342,하이제7호스팩
2343,하이즈항공
2344,하이텍팜
2345,하이트론
2346,하이트진로
2347,하이트진로홀딩스
2348,하인크코리아
2349,하츠
2350,한국ANKOR유전
2351,한국가구
2352,한국가스공사
2353,한국경제TV
2354,한국공항
2355,한국금융지주
2356,한국기업평가
2357,한국내화
2358,한국단자
2359,한국맥널티
2360,한국미라클피플사
2361,한국비엔씨
2362,한국석유
2363,한국선재
2364,한국수출포장
2365,한국쉘석유
2366,한국알콜
2367,한국앤컴퍼니
2368,한국유니온제약
2369,한국자산신탁
2370,한국전력
2371,한국전자금융
2372,한국전자인증
2373,한국전자홀딩스
2374,한국정밀기계
2375,한국정보공학
2376,한국정보인증
2377,한국정보통신
2378,한국제10호스팩
2379,한국제11호스팩
2380,한국조선해양
2381,한국종합기술
2382,한국주강
2383,한국주철관
2384,한국철강
2385,한국카본
2386,한국캐피탈
2387,한국컴퓨터
2388,한국콜마
2389,한국콜마홀딩스
2390,한국큐빅
2391,한국타이어앤테크놀로지
2392,한국테크놀로지
2393,한국토지신탁
2394,한국특강
2395,한국파마
2396,한국패러랠
2397,한국팩키지
2398,한국프랜지
2399,한국항공우주
2400,한국화장품
2401,한국화장품제조
2402,한글과컴퓨터
2403,한네트
2404,한농화성
2405,한독
2406,한독크린텍
2407,한라IMS
2408,한미글로벌
2409,한미반도체
2410,한미사이언스
2411,한미약품
2412,한빛소프트
2413,한샘
2414,한섬
2415,한성기업
2416,한세실업
2417,한세엠케이
2418,한세예스24홀딩스
2419,한솔PNS
2420,한솔로지스틱스
2421,한솔아이원스
2422,한솔인티큐브
2423,한솔제지
2424,한솔케미칼
2425,한솔테크닉스
2426,한솔홀딩스
2427,한솔홈데코
2428,한송네오텍
2429,한스바이오메드
2430,한신공영
2431,한신기계
2432,한양디지텍
2433,한양이엔지
2434,한양증권
2435,한온시스템
2436,한올바이오파마
2437,한익스프레스
2438,한일단조
2439,한일사료
2440,한일시멘트
2441,한일진공
2442,한일철강
2443,한일현대시멘트
2444,한일홀딩스
2445,한일화학
2446,한전KPS
2447,한전기술
2448,한전산업
2449,한중엔시에스
2450,한진
2451,한진중공업홀딩스
2452,한진칼
2453,한창
2454,한창산업
2455,한창제지
2456,한컴라이프케어
2457,한컴위드
2458,한탑
2459,한화
2460,한화생명
2461,한화손해보험
2462,한화솔루션
2463,한화시스템
2464,한화에어로스페이스
2465,한화투자증권
2466,한화플러스제2호스팩
2467,한화플러스제3호스팩
2468,해성디에스
2469,해성산업
2470,해성옵틱스
2471,해성티피씨
2472,해태제과식품
2473,핸디소프트
2474,핸즈코퍼레이션
2475,헝셩그룹
2476,헥토이노베이션
2477,헥토파이낸셜
2478,헬릭스미스
2479,현대건설
2480,현대건설기계
2481,현대공업
2482,현대그린푸드
2483,현대글로비스
2484,현대두산인프라코어
2485,현대로템
2486,현대리바트
2487,현대모비스
2488,현대무벡스
2489,현대미포조선
2490,현대바이오
2491,현대바이오랜드
2492,현대백화점
2493,현대비앤지스틸
2494,현대약품
2495,현대에너지솔루션
2496,현대에버다임
2497,현대에이치티
2498,현대엘리베이
2499,현대오토에버
2500,현대위아
2501,현대이지웰
2502,현대일렉트릭
2503,현대제철
2504,현대중공업
2505,현대차
2506,현대차증권
2507,현대코퍼레이션
2508,현대코퍼레이션홀딩스
2509,현대퓨처넷
2510,현대해상
2511,현대홈쇼핑
2512,현우산업
2513,협진
2514,형지I&C
2515,형지엘리트
2516,혜인
2517,호전실업
2518,호텔신라
2519,홈센타홀딩스
2520,홈캐스트
2521,화성밸브
2522,화성산업
2523,화승알앤에이
2524,화승엔터프라이즈
2525,화승인더
2526,화승코퍼레이션
2527,화신
2528,화신정공
2529,화인베스틸
2530,화일약품
2531,화천기계
2532,화천기공
2533,환인제약
2534,황금에스티
2535,효성
2536,효성ITX
2537,효성오앤비
2538,효성중공업
2539,효성첨단소재
2540,효성티앤씨
2541,효성화학
2542,후성
2543,휠라홀딩스
2544,휴네시온
2545,휴니드
2546,휴럼
2547,휴림네트웍스
2548,휴림로봇
2549,휴마시스
2550,휴맥스
2551,휴맥스홀딩스
2552,휴먼엔
2553,휴메딕스
2554,휴벡셀
2555,휴비스
2556,휴비츠
2557,휴센텍
2558,휴스틸
2559,휴엠앤씨
2560,휴온스
2561,휴온스글로벌
2562,휴젤
2563,흥구석유
2564,흥국
2565,흥국에프엔비
2566,흥국화재
2567,흥아해운
2568,희림
2569,힘스
2570,060310
2571,095570
2572,006840
2573,054620
2574,265520
2575,211270
2576,027410
2577,282330
2578,126600
2579,138930
2580,001460
2581,013720
2582,001040
2583,079160
2584,035760
2585,311690
2586,000120
2587,011150
2588,097950
2589,051500
2590,058820
2591,023460
2592,056730
2593,065770
2594,083660
2595,000590
2596,012030
2597,404950
2598,367340
2599,367360
2600,016610
2601,005830
2602,000990
2603,139130
2604,001530
2605,000210
2606,001880
2607,375500
2608,068790
2609,007340
2610,004840
2611,241520
2612,155660
2613,069730
2614,017940
2615,245620
2616,037370
2617,278990
2618,365550
2619,050120
2620,383220
2621,007700
2622,214270
2623,130500
2624,114090
2625,900290
2626,078930
2627,083450
2628,006360
2629,001250
2630,007070
2631,297890
2632,078150
2633,012630
2634,039570
2635,089470
2636,294870
2637,267250
2638,097230
2639,195940
2640,014790
2641,028300
2642,003580
2643,343090
2644,067630
2645,047920
2646,115450
2647,204320
2648,060980
2649,011200
2650,403870
2651,036640
2652,082740
2653,351340
2654,388790
2655,405350
2656,424760
2657,426550
2658,439730
2659,442770
2660,003560
2661,095340
2662,099520
2663,175330
2664,950170
2665,234080
2666,067290
2667,001060
2668,096760
2669,035900
2670,318000
2671,024840
2672,105560
2673,432320
2674,024120
2675,002380
2676,021320
2677,344820
2678,036670
2679,009070
2680,009440
2681,112190
2682,119650
2683,044180
2684,092220
2685,151860
2686,046440
2687,016380
2688,035600
2689,001390
2690,226360
2691,111870
2692,033180
2693,060720
2694,001940
2695,058400
2696,114450
2697,025000
2698,092230
2699,000040
2700,044450
2701,030200
2702,033780
2703,058850
2704,058860
2705,060370
2706,122450
2707,052900
2708,093050
2709,003550
2710,034220
2711,051900
2712,373220
2713,032640
2714,011070
2715,066570
2716,037560
2717,051910
2718,079550
2719,006260
2720,010120
2721,000680
2722,229640
2723,108320
2724,001120
2725,108670
2726,383800
2727,086960
2728,023150
2729,035420
2730,160550
2731,053290
2732,181710
2733,104200
2734,060250
2735,400760
2736,005940
2737,338100
2738,034310
2739,030190
2740,008260
2741,004250
2742,010060
2743,178920
2744,024940
2745,005490
2746,218410
2747,327260
2748,091340
2749,010950
2750,419530
2751,019550
2752,950110
2753,034120
2754,046140
2755,151910
2756,036120
2757,099220
2758,036540
2759,255220
2760,040610
2761,049470
2762,184230
2763,005090
2764,016250
2765,001380
2766,004060
2767,001770
2768,002360
2769,009160
2770,123700
2771,025530
2772,034730
2773,011790
2774,018670
2775,001740
2776,006120
2777,210980
2778,068400
2779,395400
2780,302440
2781,326030
2782,402340
2783,260870
2784,361610
2785,096770
2786,001510
2787,285130
2788,017670
2789,000660
2790,048550
2791,063440
2792,064960
2793,100840
2794,003570
2795,036530
2796,005610
2797,011810
2798,077970
2799,071970
2800,002820
2801,289080
2802,084870
2803,002710
2804,089230
2805,161570
2806,032540
2807,022220
2808,069260
2809,048770
2810,246690
2811,317240
2812,002900
2813,038340
2814,024070
2815,057030
2816,037270
2817,040300
2818,051390
2819,052220
2820,079940
2821,078890
2822,000500
2823,399720
2824,036620
2825,000860
2826,217730
2827,035250
2828,114190
2829,094480
2830,011420
2831,039240
2832,053950
2833,002100
2834,009450
2835,267290
2836,012320
2837,011040
2838,000050
2839,214390
2840,012610
2841,009140
2842,024910
2843,013580
2844,012200
2845,002140
2846,198440
2847,049720
2848,010130
2849,002240
2850,014570
2851,348150
2852,098460
2853,035290
2854,038530
2855,900280
2856,215000
2857,121440
2858,183410
2859,366030
2860,076340
2861,009290
2862,014200
2863,017040
2864,029480
2865,017900
2866,037710
2867,026910
2868,355150
2869,397880
2870,421800
2871,440790
2872,030610
2873,339770
2874,053270
2875,007690
2876,005320
2877,001140
2878,066620
2879,043650
2880,006050
2881,060480
2882,078130
2883,307750
2884,002720
2885,243870
2886,035080
2887,204020
2888,083420
2889,186230
2890,014530
2891,900070
2892,204620
2893,019660
2894,014280
2895,053260
2896,008870
2897,001570
2898,002990
2899,011780
2900,214330
2901,001210
2902,073240
2903,036190
2904,049080
2905,035460
2906,092440
2907,000270
2908,024110
2909,013700
2910,308100
2911,004540
2912,187790
2913,286750
2914,121600
2915,247660
2916,039860
2917,091970
2918,244880
2919,288490
2920,051490
2921,137080
2922,190510
2923,242040
2924,089600
2925,293580
2926,257990
2927,138610
2928,130580
2929,036800
2930,267320
2931,001260
2932,008350
2933,004270
2934,003920
2935,025860
2936,111710
2937,091590
2938,168330
2939,094860
2940,253590
2941,212560
2942,095660
2943,042420
2944,950220
2945,311390
2946,085910
2947,092730
2948,290660
2949,306620
2950,153460
2951,007390
2952,033640
2953,330860
2954,005720
2955,002350
2956,089140
2957,137940
2958,396270
2959,348210
2960,225570
2961,217270
2962,251270
2963,317860
2964,104620
2965,090350
2966,000320
2967,194700
2968,285490
2969,229500
2970,106520
2971,376930
2972,278650
2973,006280
2974,142280
2975,234690
2976,005250
2977,065560
2978,004370
2979,072710
2980,054050
2981,069140
2982,040160
2983,332290
2984,348340
2985,060260
2986,012340
2987,214870
2988,270870
2989,144960
2990,085670
2991,064260
2992,093640
2993,340360
2994,039560
2995,058730
2996,298870
2997,030210
2998,023590
2999,032190
3000,323350
3001,068240
3002,145210
3003,271850
3004,019680
3005,006370
3006,008060
3007,353200
3008,000490
3009,178600
3010,020400
3011,008830
3012,048470
3013,008110
3014,004780
3015,005750
3016,017650
3017,006570
3018,007720
3019,389260
3020,317850
3021,290670
3022,078140
3023,001680
3024,084690
3025,036480
3026,128820
3027,117580
3028,025440
3029,027830
3030,104040
3031,129920
3032,016710
3033,387310
3034,397500
3035,426670
3036,438220
3037,442310
3038,020180
3039,003540
3040,045390
3041,009190
3042,108380
3043,006580
3044,014160
3045,047040
3046,009320
3047,042660
3048,003090
3049,069620
3050,007680
3051,000430
3052,048910
3053,005710
3054,006340
3055,003220
3056,024890
3057,290380
3058,002880
3059,290120
3060,000300
3061,120240
3062,003310
3063,114920
3064,078600
3065,012800
3066,015230
3067,096350
3068,140520
3069,131220
3070,010170
3071,060900
3072,054670
3073,001070
3074,023910
3075,006650
3076,001440
3077,084010
3078,001790
3079,001130
3080,003490
3081,005880
3082,003830
3083,016090
3084,069460
3085,021040
3086,067080
3087,298540
3088,192080
3089,393890
3090,299170
3091,012510
3092,224060
3093,302920
3094,213420
3095,317330
3096,077360
3097,004830
3098,090410
3099,024900
3100,263600
3101,194480
3102,348840
3103,263800
3104,199150
3105,206560
3106,261200
3107,145720
3108,227420
3109,067990
3110,002150
3111,006620
3112,100130
3113,005160
3114,075970
3115,001230
3116,086450
3117,023450
3118,004140
3119,099410
3120,007590
3121,005960
3122,026960
3123,002210
3124,102260
3125,033500
3126,025950
3127,000640
3128,170900
3129,088130
3130,028100
3131,282690
3132,041930
3133,001520
3134,084670
3135,082640
3136,060380
3137,079960
3138,008970
3139,228340
3140,092780
3141,088910
3142,094170
3143,049770
3144,013120
3145,018500
3146,006040
3147,030720
3148,014820
3149,163560
3150,109860
3151,032960
3152,004890
3153,002690
3154,023790
3155,005290
3156,025900
3157,000020
3158,000150
3159,241560
3160,034020
3161,131970
3162,336260
3163,016740
3164,073190
3165,176750
3166,030350
3167,203650
3168,223250
3169,060570
3170,192650
3171,217620
3172,016670
3173,187870
3174,066670
3175,024090
3176,003160
3177,092200
3178,110990
3179,078590
3180,263690
3181,214680
3182,377190
3183,263720
3184,376300
3185,141020
3186,109740
3187,196490
3188,066900
3189,180400
3190,127120
3191,092070
3192,039840
3193,013570
3194,219550
3195,310870
3196,210540
3197,104460
3198,079810
3199,113810
3200,043360
3201,197140
3202,068930
3203,033130
3204,105740
3205,263020
3206,290550
3207,187220
3208,383930
3209,163430
3210,131180
3211,315640
3212,317120
3213,042510
3214,232680
3215,300120
3216,171120
3217,069540
3218,285770
3219,347700
3220,214260
3221,403360
3222,115390
3223,200350
3224,171010
3225,084650
3226,217500
3227,092590
3228,141080
3229,038390
3230,294140
3231,228670
3232,228850
3233,412350
3234,281740
3235,277810
3236,179720
3237,215100
3238,090360
3239,238500
3240,108490
3241,900260
3242,223220
3243,067730
3244,071280
3245,032350
3246,089860
3247,330590
3248,000400
3249,023530
3250,004000
3251,286940
3252,280360
3253,004990
3254,005300
3255,011170
3256,071840
3257,328130
3258,038060
3259,162120
3260,253610
3261,085370
3262,060240
3263,058470
3264,039980
3265,019570
3266,016100
3267,012700
3268,302550
3269,377450
3270,277070
3271,042500
3272,219420
3273,027740
3274,195500
3275,357430
3276,305090
3277,448780
3278,098120
3279,147760
3280,377480
3281,038290
3282,001080
3283,267980
3284,005990
3285,093520
3286,377030
3287,088980
3288,094800
3289,100590
3290,067280
3291,072870
3292,215200
3293,133750
3294,235980
3295,200580
3296,041920
3297,233250
3298,014100
3299,236340
3300,054180
3301,086900
3302,078160
3303,065650
3304,138040
3305,008560
3306,000060
3307,021880
3308,140410
3309,241770
3310,090370
3311,059210
3312,058110
3313,096640
3314,017180
3315,257370
3316,009900
3317,267060
3318,012690
3319,005360
3320,080420
3321,417970
3322,080160
3323,204210
3324,087260
3325,101330
3326,012860
3327,363260
3328,348030
3329,250060
3330,288980
3331,033200
3332,333050
3333,009680
3334,118990
3335,006920
3336,009580
3337,001810
3338,009200
3339,135160
3340,322970
3341,033920
3342,008420
3343,279600
3344,095500
3345,025560
3346,218150
3347,007120
3348,396690
3349,353490
3350,357250
3351,100790
3352,412930
3353,085620
3354,006800
3355,208890
3356,049950
3357,207760
3358,002840
3359,268280
3360,107590
3361,134380
3362,003650
3363,059090
3364,214610
3365,201490
3366,950190
3367,155900
3368,206640
3369,018700
3370,035620
3371,354390
3372,053030
3373,301300
3374,377740
3375,064550
3376,314930
3377,208710
3378,086820
3379,038460
3380,281310
3381,251120
3382,266470
3383,086040
3384,199290
3385,099430
3386,032980
3387,222160
3388,308080
3389,043150
3390,323990
3391,003610
3392,267790
3393,001340
3394,046310
3395,035150
3396,331520
3397,066410
3398,002410
3399,382900
3400,206400
3401,019010
3402,322190
3403,177350
3404,299910
3405,096300
3406,007210
3407,225530
3408,250000
3409,002760
3410,003850
3411,310210
3412,006910
3413,000890
3414,226340
3415,206950
3416,003000
3417,001270
3418,026940
3419,014470
3420,011390
3421,005030
3422,008470
3423,338220
3424,100120
3425,337930
3426,099390
3427,064480
3428,288330
3429,365900
3430,251630
3431,018290
3432,044480
3433,033560
3434,191600
3435,369370
3436,126340
3437,121800
3438,148140
3439,082800
3440,318410
3441,002070
3442,100220
3443,419540
3444,146320
3445,200780
3446,141000
3447,090460
3448,083650
3449,215050
3450,032790
3451,445360
3452,142760
3453,065170
3454,086220
3455,086670
3456,335890
3457,138580
3458,082920
3459,054220
3460,042370
3461,030790
3462,050090
3463,307870
3464,357880
3465,032850
3466,148780
3467,238200
3468,093190
3469,065450
3470,210120
3471,005180
3472,072950
3473,266170
3474,143240
3475,003960
3476,008040
3477,007160
3478,014710
3479,006090
3480,419120
3481,100090
3482,122350
3483,014970
3484,018310
3485,053700
3486,009620
3487,023600
3488,001470
3489,006400
3490,006660
3491,380320
3492,028260
3493,207940
3494,032830
3495,377630
3496,425290
3497,439250
3498,018260
3499,028050
3500,009150
3501,005930
3502,001360
3503,010140
3504,016360
3505,068290
3506,029780
3507,000810
3508,006110
3509,009300
3510,145990
3511,003230
3512,225190
3513,002170
3514,272550
3515,000070
3516,002810
3517,361670
3518,054540
3519,065570
3520,005680
3521,003720
3522,023000
3523,004380
3524,002450
3525,032280
3526,002290
3527,004440
3528,000520
3529,009770
3530,037460
3531,032750
3532,054090
3533,005500
3534,000250
3535,004690
3536,024950
3537,038500
3538,017480
3539,010960
3540,046390
3541,004450
3542,009470
3543,011230
